incident_name,incident_is_final,incident_date_last_update,incident_date_created,incident_administrative_unit,incident_administrative_unit_url,County,incident_location,incident_acres_burned,incident_containment,incident_control,incident_cooperating_agencies,incident_longitude,incident_latitude,incident_type,incident_id,incident_url,incident_date_extinguished,incident_dateonly_extinguished,incident_dateonly_created,is_active,calfire_incident,notification_desired,Date,Source,Site ID,POC,Daily Mean PM2.5 Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,Method Description,CBSA Code,CBSA Name,State FIPS Code,State,County FIPS Code,Site Latitude,Site Longitude
Spring Fire,Y,2023-07-12T07:29:34Z,2023-07-11T16:46:00Z,CAL FIRE Riverside Unit,,Riverside,Gilman Springs Road and Hwy 60 near Moreno Valley ,35.0,100.0,,,-117.124,33.9364,Wildfire,a62c68f5-5a19-4dec-87f5-215a97726276,https://www.fire.ca.gov/incidents/2023/7/11/spring-fire/,2023-07-12T07:00:00Z,2023-07-12,2023-07-11,N,True,False,07/11/2023,AQS,60658005,3,13.7,ug/m3 LC,60,Mira Loma (Van Buren),1,100.0,88101,PM2.5 - Local Conditions,170.0,Met One BAM-1020 Mass Monitor w/VSCC,40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.996360000875,-117.4924
Spring Fire,Y,2023-07-12T07:29:34Z,2023-07-11T16:46:00Z,CAL FIRE Riverside Unit,,Riverside,Gilman Springs Road and Hwy 60 near Moreno Valley ,35.0,100.0,,,-117.124,33.9364,Wildfire,a62c68f5-5a19-4dec-87f5-215a97726276,https://www.fire.ca.gov/incidents/2023/7/11/spring-fire/,2023-07-12T07:00:00Z,2023-07-12,2023-07-11,N,True,False,07/11/2023,AQS,60659000,1,5.2,ug/m3 LC,29,Aqua Tibia Wilderness,1,100.0,88502,Acceptable PM2.5 AQI & Speciation Mass,707.0,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.",40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.4636438345227,-116.971457297006
Spring Fire,Y,2023-07-12T07:29:34Z,2023-07-11T16:46:00Z,CAL FIRE Riverside Unit,,Riverside,Gilman Springs Road and Hwy 60 near Moreno Valley ,35.0,100.0,,,-117.124,33.9364,Wildfire,a62c68f5-5a19-4dec-87f5-215a97726276,https://www.fire.ca.gov/incidents/2023/7/11/spring-fire/,2023-07-12T07:00:00Z,2023-07-12,2023-07-11,N,True,False,07/11/2023,AQS,60659001,3,11.9,ug/m3 LC,56,Lake Elsinore,1,100.0,88502,Acceptable PM2.5 AQI & Speciation Mass,731.0,Met-One BAM-1020 W/PM2.5 SCC,40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.67649,-117.33098
Avocado Fire,Y,2023-07-13T07:14:49Z,2023-07-12T16:29:00Z,CAL FIRE Riverside Unit,,Riverside,"near Avocado Mesa Road, in La Cresta",10.0,100.0,,,-117.300098,33.505725,Wildfire,d8c6de46-8d1b-4e04-b3fe-c9212ce92fd3,https://www.fire.ca.gov/incidents/2023/7/12/avocado-fire/,2023-07-13T06:30:00Z,2023-07-13,2023-07-12,N,True,False,07/12/2023,AQS,60650009,1,8.0,ug/m3 LC,44,Pechanga,1,100.0,88101,PM2.5 - Local Conditions,170.0,Met One BAM-1020 Mass Monitor w/VSCC,40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.4478670008682,-117.088649
Avocado Fire,Y,2023-07-13T07:14:49Z,2023-07-12T16:29:00Z,CAL FIRE Riverside Unit,,Riverside,"near Avocado Mesa Road, in La Cresta",10.0,100.0,,,-117.300098,33.505725,Wildfire,d8c6de46-8d1b-4e04-b3fe-c9212ce92fd3,https://www.fire.ca.gov/incidents/2023/7/12/avocado-fire/,2023-07-13T06:30:00Z,2023-07-13,2023-07-12,N,True,False,07/12/2023,AQS,60650012,3,7.3,ug/m3 LC,41,Banning Airport,1,100.0,88502,Acceptable PM2.5 AQI & Speciation Mass,731.0,Met-One BAM-1020 W/PM2.5 SCC,40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.92086,-116.85841
Avocado Fire,Y,2023-07-13T07:14:49Z,2023-07-12T16:29:00Z,CAL FIRE Riverside Unit,,Riverside,"near Avocado Mesa Road, in La Cresta",10.0,100.0,,,-117.300098,33.505725,Wildfire,d8c6de46-8d1b-4e04-b3fe-c9212ce92fd3,https://www.fire.ca.gov/incidents/2023/7/12/avocado-fire/,2023-07-13T06:30:00Z,2023-07-13,2023-07-12,N,True,False,07/12/2023,AQS,60650016,3,8.8,ug/m3 LC,49,Temecula,1,100.0,88502,Acceptable PM2.5 AQI & Speciation Mass,731.0,Met-One BAM-1020 W/PM2.5 SCC,40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.5830180008699,-117.072202
Avocado Fire,Y,2023-07-13T07:14:49Z,2023-07-12T16:29:00Z,CAL FIRE Riverside Unit,,Riverside,"near Avocado Mesa Road, in La Cresta",10.0,100.0,,,-117.300098,33.505725,Wildfire,d8c6de46-8d1b-4e04-b3fe-c9212ce92fd3,https://www.fire.ca.gov/incidents/2023/7/12/avocado-fire/,2023-07-13T06:30:00Z,2023-07-13,2023-07-12,N,True,False,07/12/2023,AQS,60650500,1,15.5,ug/m3 LC,63,29 Palms,1,100.0,88101,PM2.5 - Local Conditions,238.0,Teledyne T640X at 16.67 LPM,40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.7196900008716,-116.1897
Avocado Fire,Y,2023-07-13T07:14:49Z,2023-07-12T16:29:00Z,CAL FIRE Riverside Unit,,Riverside,"near Avocado Mesa Road, in La Cresta",10.0,100.0,,,-117.300098,33.505725,Wildfire,d8c6de46-8d1b-4e04-b3fe-c9212ce92fd3,https://www.fire.ca.gov/incidents/2023/7/12/avocado-fire/,2023-07-13T06:30:00Z,2023-07-13,2023-07-12,N,True,False,07/12/2023,AQS,60650500,21,14.6,ug/m3 LC,61,29 Palms,1,100.0,88101,PM2.5 - Local Conditions,738.0,Teledyne T640X at 16.67 LPM (Corrected),40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.7196900008716,-116.1897
Avocado Fire,Y,2023-07-13T07:14:49Z,2023-07-12T16:29:00Z,CAL FIRE Riverside Unit,,Riverside,"near Avocado Mesa Road, in La Cresta",10.0,100.0,,,-117.300098,33.505725,Wildfire,d8c6de46-8d1b-4e04-b3fe-c9212ce92fd3,https://www.fire.ca.gov/incidents/2023/7/12/avocado-fire/,2023-07-13T06:30:00Z,2023-07-13,2023-07-12,N,True,False,07/12/2023,AQS,60651016,1,4.2,ug/m3 LC,23,Morongo Air Monitoring Station,1,100.0,88101,PM2.5 - Local Conditions,170.0,Met One BAM-1020 Mass Monitor w/VSCC,40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.9447129,-116.830074
Avocado Fire,Y,2023-07-13T07:14:49Z,2023-07-12T16:29:00Z,CAL FIRE Riverside Unit,,Riverside,"near Avocado Mesa Road, in La Cresta",10.0,100.0,,,-117.300098,33.505725,Wildfire,d8c6de46-8d1b-4e04-b3fe-c9212ce92fd3,https://www.fire.ca.gov/incidents/2023/7/12/avocado-fire/,2023-07-13T06:30:00Z,2023-07-13,2023-07-12,N,True,False,07/12/2023,AQS,60658001,3,10.6,ug/m3 LC,54,Rubidoux,1,100.0,88101,PM2.5 - Local Conditions,170.0,Met One BAM-1020 Mass Monitor w/VSCC,40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.9995800008751,-117.41601
Avocado Fire,Y,2023-07-13T07:14:49Z,2023-07-12T16:29:00Z,CAL FIRE Riverside Unit,,Riverside,"near Avocado Mesa Road, in La Cresta",10.0,100.0,,,-117.300098,33.505725,Wildfire,d8c6de46-8d1b-4e04-b3fe-c9212ce92fd3,https://www.fire.ca.gov/incidents/2023/7/12/avocado-fire/,2023-07-13T06:30:00Z,2023-07-13,2023-07-12,N,True,False,07/12/2023,AQS,60658005,1,9.6,ug/m3 LC,52,Mira Loma (Van Buren),1,100.0,88101,PM2.5 - Local Conditions,145.0,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.996360000875,-117.4924
Avocado Fire,Y,2023-07-13T07:14:49Z,2023-07-12T16:29:00Z,CAL FIRE Riverside Unit,,Riverside,"near Avocado Mesa Road, in La Cresta",10.0,100.0,,,-117.300098,33.505725,Wildfire,d8c6de46-8d1b-4e04-b3fe-c9212ce92fd3,https://www.fire.ca.gov/incidents/2023/7/12/avocado-fire/,2023-07-13T06:30:00Z,2023-07-13,2023-07-12,N,True,False,07/12/2023,AQS,60658005,3,9.6,ug/m3 LC,52,Mira Loma (Van Buren),1,100.0,88101,PM2.5 - Local Conditions,170.0,Met One BAM-1020 Mass Monitor w/VSCC,40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.996360000875,-117.4924
Avocado Fire,Y,2023-07-13T07:14:49Z,2023-07-12T16:29:00Z,CAL FIRE Riverside Unit,,Riverside,"near Avocado Mesa Road, in La Cresta",10.0,100.0,,,-117.300098,33.505725,Wildfire,d8c6de46-8d1b-4e04-b3fe-c9212ce92fd3,https://www.fire.ca.gov/incidents/2023/7/12/avocado-fire/,2023-07-13T06:30:00Z,2023-07-13,2023-07-12,N,True,False,07/12/2023,AQS,60659001,3,12.1,ug/m3 LC,57,Lake Elsinore,1,100.0,88502,Acceptable PM2.5 AQI & Speciation Mass,731.0,Met-One BAM-1020 W/PM2.5 SCC,40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.67649,-117.33098
Pulsar Fire,Y,2023-07-14T20:44:03Z,2023-07-13T20:39:00Z,CALFIRE Riverside County Fire Department,,Riverside,"Pulsar View Road, Lakeview",12.0,100.0,,,-117.068009,33.821929,Wildfire,bbd4db04-faef-41c7-9422-ee1393ca1b1f,https://www.fire.ca.gov/incidents/2023/7/13/pulsar-fire/,2023-07-14T20:37:00Z,2023-07-14,2023-07-13,N,True,False,07/13/2023,AQS,60650009,1,9.0,ug/m3 LC,50,Pechanga,1,100.0,88101,PM2.5 - Local Conditions,170.0,Met One BAM-1020 Mass Monitor w/VSCC,40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.4478670008682,-117.088649
Pulsar Fire,Y,2023-07-14T20:44:03Z,2023-07-13T20:39:00Z,CALFIRE Riverside County Fire Department,,Riverside,"Pulsar View Road, Lakeview",12.0,100.0,,,-117.068009,33.821929,Wildfire,bbd4db04-faef-41c7-9422-ee1393ca1b1f,https://www.fire.ca.gov/incidents/2023/7/13/pulsar-fire/,2023-07-14T20:37:00Z,2023-07-14,2023-07-13,N,True,False,07/13/2023,AQS,60650012,3,7.7,ug/m3 LC,43,Banning Airport,1,100.0,88502,Acceptable PM2.5 AQI & Speciation Mass,731.0,Met-One BAM-1020 W/PM2.5 SCC,40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.92086,-116.85841
Pulsar Fire,Y,2023-07-14T20:44:03Z,2023-07-13T20:39:00Z,CALFIRE Riverside County Fire Department,,Riverside,"Pulsar View Road, Lakeview",12.0,100.0,,,-117.068009,33.821929,Wildfire,bbd4db04-faef-41c7-9422-ee1393ca1b1f,https://www.fire.ca.gov/incidents/2023/7/13/pulsar-fire/,2023-07-14T20:37:00Z,2023-07-14,2023-07-13,N,True,False,07/13/2023,AQS,60650016,3,13.3,ug/m3 LC,59,Temecula,1,100.0,88502,Acceptable PM2.5 AQI & Speciation Mass,731.0,Met-One BAM-1020 W/PM2.5 SCC,40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.5830180008699,-117.072202
Pulsar Fire,Y,2023-07-14T20:44:03Z,2023-07-13T20:39:00Z,CALFIRE Riverside County Fire Department,,Riverside,"Pulsar View Road, Lakeview",12.0,100.0,,,-117.068009,33.821929,Wildfire,bbd4db04-faef-41c7-9422-ee1393ca1b1f,https://www.fire.ca.gov/incidents/2023/7/13/pulsar-fire/,2023-07-14T20:37:00Z,2023-07-14,2023-07-13,N,True,False,07/13/2023,AQS,60650500,1,9.8,ug/m3 LC,52,29 Palms,1,100.0,88101,PM2.5 - Local Conditions,238.0,Teledyne T640X at 16.67 LPM,40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.7196900008716,-116.1897
Pulsar Fire,Y,2023-07-14T20:44:03Z,2023-07-13T20:39:00Z,CALFIRE Riverside County Fire Department,,Riverside,"Pulsar View Road, Lakeview",12.0,100.0,,,-117.068009,33.821929,Wildfire,bbd4db04-faef-41c7-9422-ee1393ca1b1f,https://www.fire.ca.gov/incidents/2023/7/13/pulsar-fire/,2023-07-14T20:37:00Z,2023-07-14,2023-07-13,N,True,False,07/13/2023,AQS,60650500,21,8.9,ug/m3 LC,49,29 Palms,1,100.0,88101,PM2.5 - Local Conditions,738.0,Teledyne T640X at 16.67 LPM (Corrected),40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.7196900008716,-116.1897
Pulsar Fire,Y,2023-07-14T20:44:03Z,2023-07-13T20:39:00Z,CALFIRE Riverside County Fire Department,,Riverside,"Pulsar View Road, Lakeview",12.0,100.0,,,-117.068009,33.821929,Wildfire,bbd4db04-faef-41c7-9422-ee1393ca1b1f,https://www.fire.ca.gov/incidents/2023/7/13/pulsar-fire/,2023-07-14T20:37:00Z,2023-07-14,2023-07-13,N,True,False,07/13/2023,AQS,60651016,1,6.0,ug/m3 LC,33,Morongo Air Monitoring Station,1,100.0,88101,PM2.5 - Local Conditions,170.0,Met One BAM-1020 Mass Monitor w/VSCC,40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.9447129,-116.830074
Pulsar Fire,Y,2023-07-14T20:44:03Z,2023-07-13T20:39:00Z,CALFIRE Riverside County Fire Department,,Riverside,"Pulsar View Road, Lakeview",12.0,100.0,,,-117.068009,33.821929,Wildfire,bbd4db04-faef-41c7-9422-ee1393ca1b1f,https://www.fire.ca.gov/incidents/2023/7/13/pulsar-fire/,2023-07-14T20:37:00Z,2023-07-14,2023-07-13,N,True,False,07/13/2023,AQS,60658001,1,9.9,ug/m3 LC,52,Rubidoux,1,100.0,88101,PM2.5 - Local Conditions,145.0,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.9995800008751,-117.41601
Pulsar Fire,Y,2023-07-14T20:44:03Z,2023-07-13T20:39:00Z,CALFIRE Riverside County Fire Department,,Riverside,"Pulsar View Road, Lakeview",12.0,100.0,,,-117.068009,33.821929,Wildfire,bbd4db04-faef-41c7-9422-ee1393ca1b1f,https://www.fire.ca.gov/incidents/2023/7/13/pulsar-fire/,2023-07-14T20:37:00Z,2023-07-14,2023-07-13,N,True,False,07/13/2023,AQS,60658001,3,8.7,ug/m3 LC,48,Rubidoux,1,100.0,88101,PM2.5 - Local Conditions,170.0,Met One BAM-1020 Mass Monitor w/VSCC,40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.9995800008751,-117.41601
Pulsar Fire,Y,2023-07-14T20:44:03Z,2023-07-13T20:39:00Z,CALFIRE Riverside County Fire Department,,Riverside,"Pulsar View Road, Lakeview",12.0,100.0,,,-117.068009,33.821929,Wildfire,bbd4db04-faef-41c7-9422-ee1393ca1b1f,https://www.fire.ca.gov/incidents/2023/7/13/pulsar-fire/,2023-07-14T20:37:00Z,2023-07-14,2023-07-13,N,True,False,07/13/2023,AQS,60658005,3,7.9,ug/m3 LC,44,Mira Loma (Van Buren),1,100.0,88101,PM2.5 - Local Conditions,170.0,Met One BAM-1020 Mass Monitor w/VSCC,40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.996360000875,-117.4924
Pulsar Fire,Y,2023-07-14T20:44:03Z,2023-07-13T20:39:00Z,CALFIRE Riverside County Fire Department,,Riverside,"Pulsar View Road, Lakeview",12.0,100.0,,,-117.068009,33.821929,Wildfire,bbd4db04-faef-41c7-9422-ee1393ca1b1f,https://www.fire.ca.gov/incidents/2023/7/13/pulsar-fire/,2023-07-14T20:37:00Z,2023-07-14,2023-07-13,N,True,False,07/13/2023,AQS,60659001,3,6.6,ug/m3 LC,37,Lake Elsinore,1,100.0,88502,Acceptable PM2.5 AQI & Speciation Mass,731.0,Met-One BAM-1020 W/PM2.5 SCC,40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.67649,-117.33098
Highland Fire,Y,2023-07-17T18:27:18Z,2023-07-14T14:57:00Z,CALFIRE Riverside County Fire Department,,Riverside,"South Highland Springs Ave and Breckenridge Ave, Beaumont, Ca.",105.0,100.0,,,-116.946498,33.907342,Wildfire,e8f155bc-20c6-4344-b5dc-69ce1d0b8613,https://www.fire.ca.gov/incidents/2023/7/14/highland-fire/,2023-07-17T18:27:00Z,2023-07-17,2023-07-14,N,True,False,07/14/2023,AQS,60650009,1,8.6,ug/m3 LC,48,Pechanga,1,100.0,88101,PM2.5 - Local Conditions,170.0,Met One BAM-1020 Mass Monitor w/VSCC,40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.4478670008682,-117.088649
Highland Fire,Y,2023-07-17T18:27:18Z,2023-07-14T14:57:00Z,CALFIRE Riverside County Fire Department,,Riverside,"South Highland Springs Ave and Breckenridge Ave, Beaumont, Ca.",105.0,100.0,,,-116.946498,33.907342,Wildfire,e8f155bc-20c6-4344-b5dc-69ce1d0b8613,https://www.fire.ca.gov/incidents/2023/7/14/highland-fire/,2023-07-17T18:27:00Z,2023-07-17,2023-07-14,N,True,False,07/14/2023,AQS,60650012,3,21.4,ug/m3 LC,74,Banning Airport,1,100.0,88502,Acceptable PM2.5 AQI & Speciation Mass,731.0,Met-One BAM-1020 W/PM2.5 SCC,40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.92086,-116.85841
Highland Fire,Y,2023-07-17T18:27:18Z,2023-07-14T14:57:00Z,CALFIRE Riverside County Fire Department,,Riverside,"South Highland Springs Ave and Breckenridge Ave, Beaumont, Ca.",105.0,100.0,,,-116.946498,33.907342,Wildfire,e8f155bc-20c6-4344-b5dc-69ce1d0b8613,https://www.fire.ca.gov/incidents/2023/7/14/highland-fire/,2023-07-17T18:27:00Z,2023-07-17,2023-07-14,N,True,False,07/14/2023,AQS,60650016,3,11.2,ug/m3 LC,55,Temecula,1,100.0,88502,Acceptable PM2.5 AQI & Speciation Mass,731.0,Met-One BAM-1020 W/PM2.5 SCC,40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.5830180008699,-117.072202
Highland Fire,Y,2023-07-17T18:27:18Z,2023-07-14T14:57:00Z,CALFIRE Riverside County Fire Department,,Riverside,"South Highland Springs Ave and Breckenridge Ave, Beaumont, Ca.",105.0,100.0,,,-116.946498,33.907342,Wildfire,e8f155bc-20c6-4344-b5dc-69ce1d0b8613,https://www.fire.ca.gov/incidents/2023/7/14/highland-fire/,2023-07-17T18:27:00Z,2023-07-17,2023-07-14,N,True,False,07/14/2023,AQS,60650500,1,38.0,ug/m3 LC,107,29 Palms,1,100.0,88101,PM2.5 - Local Conditions,238.0,Teledyne T640X at 16.67 LPM,40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.7196900008716,-116.1897
Highland Fire,Y,2023-07-17T18:27:18Z,2023-07-14T14:57:00Z,CALFIRE Riverside County Fire Department,,Riverside,"South Highland Springs Ave and Breckenridge Ave, Beaumont, Ca.",105.0,100.0,,,-116.946498,33.907342,Wildfire,e8f155bc-20c6-4344-b5dc-69ce1d0b8613,https://www.fire.ca.gov/incidents/2023/7/14/highland-fire/,2023-07-17T18:27:00Z,2023-07-17,2023-07-14,N,True,False,07/14/2023,AQS,60650500,21,37.1,ug/m3 LC,105,29 Palms,1,100.0,88101,PM2.5 - Local Conditions,738.0,Teledyne T640X at 16.67 LPM (Corrected),40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.7196900008716,-116.1897
Highland Fire,Y,2023-07-17T18:27:18Z,2023-07-14T14:57:00Z,CALFIRE Riverside County Fire Department,,Riverside,"South Highland Springs Ave and Breckenridge Ave, Beaumont, Ca.",105.0,100.0,,,-116.946498,33.907342,Wildfire,e8f155bc-20c6-4344-b5dc-69ce1d0b8613,https://www.fire.ca.gov/incidents/2023/7/14/highland-fire/,2023-07-17T18:27:00Z,2023-07-17,2023-07-14,N,True,False,07/14/2023,AQS,60651016,1,12.4,ug/m3 LC,57,Morongo Air Monitoring Station,1,100.0,88101,PM2.5 - Local Conditions,170.0,Met One BAM-1020 Mass Monitor w/VSCC,40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.9447129,-116.830074
Highland Fire,Y,2023-07-17T18:27:18Z,2023-07-14T14:57:00Z,CALFIRE Riverside County Fire Department,,Riverside,"South Highland Springs Ave and Breckenridge Ave, Beaumont, Ca.",105.0,100.0,,,-116.946498,33.907342,Wildfire,e8f155bc-20c6-4344-b5dc-69ce1d0b8613,https://www.fire.ca.gov/incidents/2023/7/14/highland-fire/,2023-07-17T18:27:00Z,2023-07-17,2023-07-14,N,True,False,07/14/2023,AQS,60655001,1,26.2,ug/m3 LC,83,Palm Springs,1,100.0,88101,PM2.5 - Local Conditions,145.0,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.85275,-116.54101
Highland Fire,Y,2023-07-17T18:27:18Z,2023-07-14T14:57:00Z,CALFIRE Riverside County Fire Department,,Riverside,"South Highland Springs Ave and Breckenridge Ave, Beaumont, Ca.",105.0,100.0,,,-116.946498,33.907342,Wildfire,e8f155bc-20c6-4344-b5dc-69ce1d0b8613,https://www.fire.ca.gov/incidents/2023/7/14/highland-fire/,2023-07-17T18:27:00Z,2023-07-17,2023-07-14,N,True,False,07/14/2023,AQS,60658001,1,11.5,ug/m3 LC,55,Rubidoux,1,100.0,88101,PM2.5 - Local Conditions,145.0,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.9995800008751,-117.41601
Highland Fire,Y,2023-07-17T18:27:18Z,2023-07-14T14:57:00Z,CALFIRE Riverside County Fire Department,,Riverside,"South Highland Springs Ave and Breckenridge Ave, Beaumont, Ca.",105.0,100.0,,,-116.946498,33.907342,Wildfire,e8f155bc-20c6-4344-b5dc-69ce1d0b8613,https://www.fire.ca.gov/incidents/2023/7/14/highland-fire/,2023-07-17T18:27:00Z,2023-07-17,2023-07-14,N,True,False,07/14/2023,AQS,60658001,3,12.4,ug/m3 LC,57,Rubidoux,1,100.0,88101,PM2.5 - Local Conditions,170.0,Met One BAM-1020 Mass Monitor w/VSCC,40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.9995800008751,-117.41601
Highland Fire,Y,2023-07-17T18:27:18Z,2023-07-14T14:57:00Z,CALFIRE Riverside County Fire Department,,Riverside,"South Highland Springs Ave and Breckenridge Ave, Beaumont, Ca.",105.0,100.0,,,-116.946498,33.907342,Wildfire,e8f155bc-20c6-4344-b5dc-69ce1d0b8613,https://www.fire.ca.gov/incidents/2023/7/14/highland-fire/,2023-07-17T18:27:00Z,2023-07-17,2023-07-14,N,True,False,07/14/2023,AQS,60658005,1,11.5,ug/m3 LC,55,Mira Loma (Van Buren),1,100.0,88101,PM2.5 - Local Conditions,145.0,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.996360000875,-117.4924
Highland Fire,Y,2023-07-17T18:27:18Z,2023-07-14T14:57:00Z,CALFIRE Riverside County Fire Department,,Riverside,"South Highland Springs Ave and Breckenridge Ave, Beaumont, Ca.",105.0,100.0,,,-116.946498,33.907342,Wildfire,e8f155bc-20c6-4344-b5dc-69ce1d0b8613,https://www.fire.ca.gov/incidents/2023/7/14/highland-fire/,2023-07-17T18:27:00Z,2023-07-17,2023-07-14,N,True,False,07/14/2023,AQS,60658005,3,12.4,ug/m3 LC,57,Mira Loma (Van Buren),1,100.0,88101,PM2.5 - Local Conditions,170.0,Met One BAM-1020 Mass Monitor w/VSCC,40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.996360000875,-117.4924
Highland Fire,Y,2023-07-17T18:27:18Z,2023-07-14T14:57:00Z,CALFIRE Riverside County Fire Department,,Riverside,"South Highland Springs Ave and Breckenridge Ave, Beaumont, Ca.",105.0,100.0,,,-116.946498,33.907342,Wildfire,e8f155bc-20c6-4344-b5dc-69ce1d0b8613,https://www.fire.ca.gov/incidents/2023/7/14/highland-fire/,2023-07-17T18:27:00Z,2023-07-17,2023-07-14,N,True,False,07/14/2023,AQS,60659000,1,5.4,ug/m3 LC,30,Aqua Tibia Wilderness,1,100.0,88502,Acceptable PM2.5 AQI & Speciation Mass,707.0,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.",40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.4636438345227,-116.971457297006
Highland Fire,Y,2023-07-17T18:27:18Z,2023-07-14T14:57:00Z,CALFIRE Riverside County Fire Department,,Riverside,"South Highland Springs Ave and Breckenridge Ave, Beaumont, Ca.",105.0,100.0,,,-116.946498,33.907342,Wildfire,e8f155bc-20c6-4344-b5dc-69ce1d0b8613,https://www.fire.ca.gov/incidents/2023/7/14/highland-fire/,2023-07-17T18:27:00Z,2023-07-17,2023-07-14,N,True,False,07/14/2023,AQS,60659001,3,7.4,ug/m3 LC,41,Lake Elsinore,1,100.0,88502,Acceptable PM2.5 AQI & Speciation Mass,731.0,Met-One BAM-1020 W/PM2.5 SCC,40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.67649,-117.33098
Rabbit Fire,Y,2024-06-04T15:04:52Z,2023-07-14T15:30:00Z,"Unified Command: CAL FIRE Riverside Unit, Riverside County Sheriff, Riverside County Type 3 All Hazard Incident Management Team",,Riverside,"Northeast of Gilman Springs Road and Jack Rabbit Trail, in Lakeview ",8355.0,100.0,,"Riverside County Sheriff, California Highway Patrol, California Department of Transportation (CALTRANS), California Department of Corrections and Rehabilitation, Beaumont Police Department, United States Forest Service, Bureau of Indian Affairs., CAL FIRE/Riverside County Fire Department",-117.070916,33.889467,Wildfire,472e88dd-7121-4fb6-825c-91af4d5ed373,https://www.fire.ca.gov/incidents/2023/7/14/rabbit-fire/,2023-07-22T17:00:00Z,2023-07-22,2023-07-14,N,True,False,07/14/2023,AQS,60650009,1,8.6,ug/m3 LC,48,Pechanga,1,100.0,88101,PM2.5 - Local Conditions,170.0,Met One BAM-1020 Mass Monitor w/VSCC,40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.4478670008682,-117.088649
Rabbit Fire,Y,2024-06-04T15:04:52Z,2023-07-14T15:30:00Z,"Unified Command: CAL FIRE Riverside Unit, Riverside County Sheriff, Riverside County Type 3 All Hazard Incident Management Team",,Riverside,"Northeast of Gilman Springs Road and Jack Rabbit Trail, in Lakeview ",8355.0,100.0,,"Riverside County Sheriff, California Highway Patrol, California Department of Transportation (CALTRANS), California Department of Corrections and Rehabilitation, Beaumont Police Department, United States Forest Service, Bureau of Indian Affairs., CAL FIRE/Riverside County Fire Department",-117.070916,33.889467,Wildfire,472e88dd-7121-4fb6-825c-91af4d5ed373,https://www.fire.ca.gov/incidents/2023/7/14/rabbit-fire/,2023-07-22T17:00:00Z,2023-07-22,2023-07-14,N,True,False,07/14/2023,AQS,60650012,3,21.4,ug/m3 LC,74,Banning Airport,1,100.0,88502,Acceptable PM2.5 AQI & Speciation Mass,731.0,Met-One BAM-1020 W/PM2.5 SCC,40140.0,"Riverside-San Bernardino-Ontario, CA",6,California,65,33.92086,-116.85841
